stringId_A,stringId_B,preferredName_A,preferredName_B,ncbiTaxonId,score,nscore,fscore,pscore,ascore,escore,dscore,tscore
9606.ENSP00000052754,9606.ENSP00000267101,DCN,ERBB3,9606,0.913,0,0,0.0,0.0,0.094,0.9,0.126
9606.ENSP00000052754,9606.ENSP00000265171,DCN,EGF,9606,0.917,0,0,0.0,0.0,0.042,0.0,0.916
9606.ENSP00000052754,9606.ENSP00000269571,DCN,ERBB2,9606,0.958,0,0,0.0,0.042,0.094,0.9,0.578
9606.ENSP00000052754,9606.ENSP00000275493,DCN,EGFR,9606,0.999,0,0,0.0,0.083,0.537,0.9,0.986
9606.ENSP00000230990,9606.ENSP00000269571,HBEGF,ERBB2,9606,0.944,0,0,0.0,0.0,0.0,0.4,0.911
9606.ENSP00000230990,9606.ENSP00000244869,HBEGF,EREG,9606,0.959,0,0,0.0,0.127,0.0,0.4,0.928
9606.ENSP00000230990,9606.ENSP00000267101,HBEGF,ERBB3,9606,0.991,0,0,0.0,0.0,0.0,0.4,0.986
9606.ENSP00000230990,9606.ENSP00000265171,HBEGF,EGF,9606,0.992,0,0,0.0,0.0,0.0,0.4,0.988
9606.ENSP00000230990,9606.ENSP00000275493,HBEGF,EGFR,9606,0.999,0,0,0.0,0.0,0.812,0.9,0.998
9606.ENSP00000244869,9606.ENSP00000269571,EREG,ERBB2,9606,0.86,0,0,0.0,0.0,0.0,0.65,0.616
9606.ENSP00000244869,9606.ENSP00000265171,EREG,EGF,9606,0.958,0,0,0.0,0.0,0.405,0.4,0.893
9606.ENSP00000244869,9606.ENSP00000267101,EREG,ERBB3,9606,0.982,0,0,0.0,0.0,0.0,0.65,0.952
9606.ENSP00000244869,9606.ENSP00000275493,EREG,EGFR,9606,0.999,0,0,0.0,0.042,0.966,0.9,0.996
9606.ENSP00000261769,9606.ENSP00000265171,CDH1,EGF,9606,0.852,0,0,0.0,0.043,0.0,0.0,0.851
9606.ENSP00000261769,9606.ENSP00000267101,CDH1,ERBB3,9606,0.856,0,0,0.0,0.204,0.108,0.0,0.813
9606.ENSP00000261769,9606.ENSP00000269571,CDH1,ERBB2,9606,0.97,0,0,0.0,0.139,0.108,0.0,0.964
9606.ENSP00000261769,9606.ENSP00000275493,CDH1,EGFR,9606,0.999,0,0,0.0,0.055,0.815,0.0,0.995
9606.ENSP00000262995,9606.ENSP00000265171,GAB1,EGF,9606,0.826,0,0,0.0,0.044,0.046,0.4,0.72
9606.ENSP00000262995,9606.ENSP00000263967,GAB1,PIK3CA,9606,0.92,0,0,0.0,0.06,0.041,0.9,0.224
9606.ENSP00000262995,9606.ENSP00000267101,GAB1,ERBB3,9606,0.932,0,0,0.0,0.049,0.071,0.9,0.327
9606.ENSP00000262995,9606.ENSP00000269571,GAB1,ERBB2,9606,0.948,0,0,0.0,0.049,0.314,0.9,0.3
9606.ENSP00000262995,9606.ENSP00000275493,GAB1,EGFR,9606,0.999,0,0,0.0,0.044,0.877,0.9,0.986
9606.ENSP00000263967,9606.ENSP00000265171,PIK3CA,EGF,9606,0.746,0,0,0.0,0.0,0.0,0.4,0.595
9606.ENSP00000263967,9606.ENSP00000264033,PIK3CA,CBL,9606,0.887,0,0,0.0,0.06,0.629,0.65,0.186
9606.ENSP00000263967,9606.ENSP00000269571,PIK3CA,ERBB2,9606,0.992,0,0,0.0,0.0,0.115,0.9,0.927
9606.ENSP00000263967,9606.ENSP00000267101,PIK3CA,ERBB3,9606,0.993,0,0,0.0,0.0,0.597,0.9,0.856
9606.ENSP00000263967,9606.ENSP00000275493,PIK3CA,EGFR,9606,0.999,0,0,0.0,0.0,0.79,0.9,0.976
9606.ENSP00000264033,9606.ENSP00000267101,CBL,ERBB3,9606,0.732,0,0,0.0,0.0,0.489,0.0,0.498
9606.ENSP00000264033,9606.ENSP00000265171,CBL,EGF,9606,0.859,0,0,0.0,0.0,0.0,0.5,0.731
9606.ENSP00000264033,9606.ENSP00000269571,CBL,ERBB2,9606,0.944,0,0,0.0,0.0,0.8,0.0,0.734
9606.ENSP00000264033,9606.ENSP00000275493,CBL,EGFR,9606,0.999,0,0,0.0,0.042,0.996,0.9,0.994
9606.ENSP00000265171,9606.ENSP00000269571,EGF,ERBB2,9606,0.999,0,0,0.0,0.128,0.314,0.9,0.998
9606.ENSP00000265171,9606.ENSP00000275493,EGF,EGFR,9606,0.999,0,0,0.0,0.128,0.999,0.9,0.999
9606.ENSP00000265171,9606.ENSP00000267101,EGF,ERBB3,9606,0.999,0,0,0.0,0.128,0.314,0.9,0.998
9606.ENSP00000267101,9606.ENSP00000275493,ERBB3,EGFR,9606,0.999,0,0,0.061,0.042,0.986,0.8,0.984
9606.ENSP00000267101,9606.ENSP00000269571,ERBB3,ERBB2,9606,0.999,0,0,0.081,0.086,0.997,0.9,0.984
9606.ENSP00000269571,9606.ENSP00000275493,ERBB2,EGFR,9606,0.999,0,0,0.064,0.08,0.998,0.9,0.983
9606.ENSP00000265171,9606.ENSP00000295897,EGF,ALB,9606,0.889,0,0,0.0,0.0,0.0,0.0,0.889
9606.ENSP00000265171,9606.ENSP00000303830,EGF,INSR,9606,0.968,0,0,0.0,0.0,0.062,0.9,0.695
9606.ENSP00000265171,9606.ENSP00000376637,EGF,IGF1,9606,0.995,0,0,0.0,0.0,0.0,0.9,0.957
9606.ENSP00000265171,9606.ENSP00000380432,EGF,INS,9606,0.995,0,0,0.0,0.0,0.0,0.9,0.952
9606.ENSP00000265171,9606.ENSP00000431418,EGF,NTRK1,9606,0.997,0,0,0.0,0.111,0.057,0.65,0.991
9606.ENSP00000265171,9606.ENSP00000497069,EGF,IGF1R,9606,0.997,0,0,0.0,0.0,0.062,0.9,0.979
9606.ENSP00000265986,9606.ENSP00000387662,IDE,GCG,9606,0.977,0,0,0.0,0.0,0.946,0.0,0.602
9606.ENSP00000265986,9606.ENSP00000380432,IDE,INS,9606,0.999,0,0,0.0,0.0,0.971,0.75,0.967
9606.ENSP00000295897,9606.ENSP00000376637,ALB,IGF1,9606,0.83,0,0,0.0,0.0,0.0,0.0,0.83
9606.ENSP00000295897,9606.ENSP00000387662,ALB,GCG,9606,0.839,0,0,0.0,0.069,0.0,0.0,0.834
9606.ENSP00000295897,9606.ENSP00000380432,ALB,INS,9606,0.999,0,0,0.0,0.056,0.0,0.0,0.999
9606.ENSP00000303830,9606.ENSP00000497069,INSR,IGF1R,9606,0.997,0,0,0.057,0.137,0.927,0.9,0.696
9606.ENSP00000303830,9606.ENSP00000304895,INSR,IRS1,9606,0.999,0,0,0.0,0.055,0.99,0.9,0.991
9606.ENSP00000303830,9606.ENSP00000365016,INSR,IRS2,9606,0.999,0,0,0.0,0.076,0.965,0.9,0.903
9606.ENSP00000303830,9606.ENSP00000380432,INSR,INS,9606,0.999,0,0,0.0,0.0,0.983,0.9,0.999
9606.ENSP00000303830,9606.ENSP00000376637,INSR,IGF1,9606,0.999,0,0,0.0,0.049,0.966,0.9,0.995
9606.ENSP00000304895,9606.ENSP00000431418,IRS1,NTRK1,9606,0.971,0,0,0.0,0.0,0.098,0.9,0.711
9606.ENSP00000304895,9606.ENSP00000365016,IRS1,IRS2,9606,0.997,0,0,0.0,0.044,0.287,0.9,0.97
9606.ENSP00000304895,9606.ENSP00000376637,IRS1,IGF1,9606,0.998,0,0,0.0,0.0,0.0,0.5,0.998
9606.ENSP00000304895,9606.ENSP00000380432,IRS1,INS,9606,0.999,0,0,0.0,0.0,0.0,0.9,0.999
9606.ENSP00000304895,9606.ENSP00000497069,IRS1,IGF1R,9606,0.999,0,0,0.0,0.085,0.986,0.9,0.998
9606.ENSP00000365016,9606.ENSP00000431418,IRS2,NTRK1,9606,0.788,0,0,0.0,0.0,0.115,0.5,0.559
9606.ENSP00000365016,9606.ENSP00000376637,IRS2,IGF1,9606,0.984,0,0,0.0,0.0,0.0,0.5,0.97
9606.ENSP00000365016,9606.ENSP00000380432,IRS2,INS,9606,0.998,0,0,0.0,0.0,0.0,0.9,0.985
9606.ENSP00000365016,9606.ENSP00000497069,IRS2,IGF1R,9606,0.998,0,0,0.0,0.137,0.522,0.9,0.973
9606.ENSP00000376637,9606.ENSP00000387662,IGF1,GCG,9606,0.72,0,0,0.0,0.042,0.0,0.0,0.72
